held_out_session,model,target,condition,ccc,pearson_r,mse,rmse
1,MeanBaseline,arousal,sync,2.3837204879898657e-31,,0.4617723228734089,0.6795383159715197
1,RidgeCV,arousal,sync,0.10858572493711964,0.29173367958546714,0.444976853992638,0.6670658543147281
1,SVR,arousal,sync,0.0172652215887727,0.03326849176181975,0.4627176327902026,0.6802335134277071
1,XGBoost,arousal,sync,0.14143592244350284,0.2772348517726973,0.4501019772629857,0.6708963983082528
1,CatBoost,arousal,sync,0.16563331009418425,0.33681861535365354,0.49724879579414083,0.705158702558609
1,CatBoostOptuna,arousal,sync,0.12555113032903192,0.19696239597628215,0.5566570012607703,0.7460944988811875
1,Ensemble,arousal,sync,0.10905328522589194,0.3188506323873165,0.4349365191971295,0.6594971714853138
1,MeanBaseline,arousal,retro,2.3837204879898657e-31,,0.4617723228734089,0.6795383159715197
1,RidgeCV,arousal,retro,0.10570443165208299,0.2790761890622519,0.44775575093367254,0.6691455379315269
1,SVR,arousal,retro,0.03866996399244828,0.08221363578211104,0.4467354931293694,0.6683827444880436
1,XGBoost,arousal,retro,0.12312564698261995,0.24691754552949172,0.48965617333707917,0.6997543664294487
1,CatBoost,arousal,retro,0.18701886955830152,0.3218283858315475,0.5260857895982833,0.7253177163135361
1,CatBoostOptuna,arousal,retro,0.1704379338192403,0.26814297307741586,0.5888839233400164,0.7673877268630352
1,Ensemble,arousal,retro,0.1264424509639847,0.3314285963050213,0.4343759838961857,0.6590720627489726
1,MeanBaseline,valence,sync,-7.954041706128261e-31,,0.03459675557056562,0.1860020310925814
1,RidgeCV,valence,sync,0.023895890436369513,0.0667878631527318,0.03734588464340805,0.19325083348696856
1,SVR,valence,sync,-7.873528778466502e-05,-0.024859364091908406,0.0348865477697095,0.18677940938366172
1,XGBoost,valence,sync,0.026199719377429168,0.06475148378540888,0.03682692851208491,0.1919034353837495
1,CatBoost,valence,sync,-0.00818430722777661,-0.021465518420346358,0.039483269546121545,0.19870397466110623
