held_out_session,model,target,condition,ccc,pearson_r,mse,rmse,pred_dispersion
1,MeanBaseline,arousal,circ_shift,2.3837204879898653e-31,,0.4617723228734089,0.6795383159715197,1.3441112808767972e-15
1,RidgeCV,arousal,circ_shift,-0.0300975826543261,-0.0833768263208014,0.5497018562171655,0.7414188129641475,0.2205845619111376
1,SVR,arousal,circ_shift,-0.0744093965879988,-0.1149041283314269,0.5747694450585368,0.7581355057366307,0.3966943801009183
1,CatBoost,arousal,circ_shift,0.0734175528362717,0.1695694469528262,0.5103575681944521,0.7143931467997521,0.2730755481791223
1,CatBoostOptuna,arousal,circ_shift,0.1029780028157956,0.1747814685262361,0.7116748737898518,0.843608246634569,0.535263517162316
1,Ensemble,arousal,circ_shift,-0.0079070506454376,-0.0229782209300501,0.5198957542629296,0.7210379700563138,0.2032515799125403
1,MeanBaseline,arousal,label_ar_combined,3.053773484752453e-31,,0.4305388667276779,0.6561546058115251,7.035968922239893e-16
1,RidgeCV,arousal,label_ar_combined,0.3912261493304799,0.4534833333108804,0.3234523569750598,0.5687287200195361,0.5753051512115377
1,SVR,arousal,label_ar_combined,0.4185432520579343,0.4185627741422548,0.4642857142845765,0.681385143868412,1.0021322459387658
1,CatBoost,arousal,label_ar_combined,0.387990899382041,0.4426724331827619,0.3300903932648028,0.5745349365049987,0.5933233679390912
1,CatBoostOptuna,arousal,label_ar_combined,0.3806324360653759,0.3902025846041156,0.4050663271028958,0.6364482124280779,0.8007016512783641
1,Ensemble,arousal,label_ar_combined,0.4224299754676969,0.4502475715846592,0.3424210165630801,0.5851675115409947,0.698130324310138
1,MeanBaseline,arousal,label_ar_own,3.053773484752453e-31,,0.4305388667276779,0.6561546058115251,7.035968922239893e-16
1,RidgeCV,arousal,label_ar_own,0.4028837768304348,0.461397934078706,0.3217279703610156,0.5672106930947403,0.5904885348951767
1,SVR,arousal,label_ar_own,0.4185432520574471,0.4185627741417678,0.464285714285518,0.6813851438691029,1.0021322459399602
1,CatBoost,arousal,label_ar_own,0.4070546308750895,0.4520396051844225,0.3305423966042281,0.5749281664731936,0.6300370510494416
1,CatBoostOptuna,arousal,label_ar_own,0.4026211002045372,0.4046111581851215,0.4330708424518406,0.6580811822654106,0.9054096710807726
