model,target,condition,ccc_mean,ccc_std,ccc_ci_lo,ccc_ci_hi,r_mean,rmse_mean,pred_disp_mean,n_sessions
RidgeCV,arousal,lag_0,0.0239799937401618,0.1992418788244402,-0.0821885092790228,0.1301484967593465,-0.0013640741546911,1.015775239446699,0.5265834467910588,16
Ensemble,arousal,lag_0,0.0086635474072714,0.1977302933627835,-0.0966994885755826,0.1140265833901256,0.0066082041359606,0.9519696014157348,0.4528618937210846,16
CatBoost,arousal,lag_0,0.0061782262134584,0.1599423786161531,-0.0790490513408107,0.0914055037677276,0.0093830537656039,0.9661493359311264,0.3715530593169825,16
SVR,arousal,lag_0,0.0038257878396136,0.2084926522144721,-0.1072721043641349,0.1149236800433623,0.0007138421226466,1.0835338414036273,0.7555951086982589,16
MeanBaseline,arousal,lag_0,1.159555450305474e-31,4.949121503104379e-31,-1.4776452443719518e-31,3.7967561449829e-31,,0.8897028100929558,7.605852161978555e-16,16
CatBoostOptuna,arousal,lag_0,-0.0431738390779551,0.1212133823899241,-0.1077638912806331,0.0214162131247229,-0.0959947017115756,0.9818751980470596,0.2930274406077949,16
MeanBaseline,valence,lag_0,4.382214333004357e-31,1.144222760908354e-30,-1.714918376387505e-31,1.0479347042396218e-30,,0.7113733932475386,1.0142696010701564e-15,16
RidgeCV,valence,lag_0,-0.0287281039555574,0.0786137568718145,-0.0706184180453425,0.0131622101342275,-0.0775949503199574,0.8239604965878723,0.420241929539733,16
Ensemble,valence,lag_0,-0.0324843393196103,0.0672548936213636,-0.0683219424310843,0.0033532637918636,-0.0942594339815733,0.800496141055336,0.2694571801289223,16
CatBoostOptuna,valence,lag_0,-0.0331350474292011,0.1033777588685153,-0.0882211667195107,0.0219510718611083,-0.0808468040648422,0.799537797767869,0.2925866366758878,16
CatBoost,valence,lag_0,-0.0369812260922893,0.0916201726467548,-0.0858021699302874,0.0118397177457087,-0.0683025116801893,0.8255930502379786,0.3205649205411415,16
SVR,valence,lag_0,-0.0397834426271556,0.0605295100294659,-0.072037341788464,-0.0075295434658472,-0.0991179443978318,0.8077440292247968,0.2826529103503565,16
