held_out_session,model,target,condition,ccc,pearson_r,mse,rmse
2,Ensemble,arousal,lag_1,0.092076679665791,0.3585940007311042,1.87688857229511,1.3699958292984362
2,MeanBaseline,arousal,lag_2,0.0,,2.3133991973092427,1.520986258093492
2,RidgeCV,arousal,lag_2,0.045326323201415,0.2723056166590862,2.267577708949973,1.5058478372498243
2,SVR,arousal,lag_2,0.2242722788085537,0.4966540723174235,1.7412846981293226,1.3195774695444458
2,CatBoost,arousal,lag_2,-0.1449089054820403,-0.6244979934065257,2.167057114929239,1.472092767093582
2,Ensemble,arousal,lag_2,0.0519081235282855,0.2676148990453084,1.998436036943135,1.413660509791207
2,MeanBaseline,arousal,lag_3,-2.4584659677060747e-31,,2.316092098239704,1.521871248903699
2,RidgeCV,arousal,lag_3,0.033922457679033,0.2107184773810279,2.31475598724975,1.5214322157919984
2,SVR,arousal,lag_3,0.2106875493603137,0.4873937059308454,1.7866503856645828,1.3366564202010114
2,CatBoost,arousal,lag_3,-0.1365462774754102,-0.6036379208482184,2.255422981838405,1.501806572711148
2,Ensemble,arousal,lag_3,0.0425725215500942,0.2317609814616466,2.065440230909374,1.4371639540808745
2,MeanBaseline,arousal,lag_4,-4.1244135987154047e-32,,2.318378149391583,1.522622129548754
2,RidgeCV,arousal,lag_4,0.0272538681661468,0.1738304669664002,2.3566595089299147,1.5351415273289677
2,SVR,arousal,lag_4,0.1962900648865186,0.4810931542073015,1.8433229374283735,1.357690295107236
2,CatBoost,arousal,lag_4,-0.14752867053594,-0.5846420465283744,2.2772066038719863,1.5090416176739414
2,Ensemble,arousal,lag_4,0.0344877877140219,0.1951997421967168,2.105798676316424,1.4511370287868832
2,MeanBaseline,valence,lag_0,0.0,,0.6487860793439154,0.8054725813731436
2,RidgeCV,valence,lag_0,-0.0011831196020252,-0.0050446170677336,0.666533188874539,0.816414838715306
2,SVR,valence,lag_0,-0.0406840922212942,-0.2038035727108917,0.7041099647890684,0.8391126055477109
2,CatBoost,valence,lag_0,-0.0260989047047994,-0.1242908316916553,0.664701417674987,0.8152922283911377
2,Ensemble,valence,lag_0,-0.0224548404219494,-0.1365151765968619,0.674588566007044,0.8213334073365359
2,MeanBaseline,valence,lag_1,0.0,,0.6508429286253121,0.8067483676000293
2,RidgeCV,valence,lag_1,-0.0009015799371788,-0.0038183090674868,0.6706872145862813,0.8189549527210158
2,SVR,valence,lag_1,-0.0452688368789059,-0.2352164517297538,0.7198842830114824,0.8484599477945217
2,CatBoost,valence,lag_1,-0.068330063853533,-0.2940829551730058,0.673223294926844,0.8205018555291901
2,Ensemble,valence,lag_1,-0.0388997513704699,-0.2274094105656595,0.6821458365969139,0.8259212048354939
2,MeanBaseline,valence,lag_2,-1.443123896587356e-31,,0.652697575827021,0.8078970081805112
2,RidgeCV,valence,lag_2,-0.0094737898259766,-0.0395555959121135,0.6830486487096874,0.82646757269096
2,SVR,valence,lag_2,-0.0609733214703287,-0.3016152502473541,0.7312300903038884,0.8551199274393554
2,CatBoost,valence,lag_2,-0.0591342415592773,-0.267156821365782,0.6765751527675844,0.8225418851144204
2,Ensemble,valence,lag_2,-0.0440318201076308,-0.2564731768577616,0.6927016228268489,0.8322869834539339
2,MeanBaseline,valence,lag_3,-3.622934178890324e-31,,0.6548598134872482,0.8092340906605753
2,RidgeCV,valence,lag_3,-0.0259889833120051,-0.1120984755268161,0.6963726328208779,0.8344894444035095
2,SVR,valence,lag_3,-0.04828857971405,-0.2653021398706415,0.7288805318009534,0.8537450039683707
2,CatBoost,valence,lag_3,-0.1108278293492887,-0.4139042055815248,0.6821714704391112,0.8259367230236897
2,Ensemble,valence,lag_3,-0.0637529439745931,-0.3522921526131483,0.6961929559440534,0.8343817806879854
2,MeanBaseline,valence,lag_4,2.915222126882781e-31,,0.6560014949214041,0.8099391921134599
2,RidgeCV,valence,lag_4,-0.0391176210150912,-0.1580668538677859,0.7038903795313821,0.838981751608092
2,SVR,valence,lag_4,-0.0576278584805434,-0.2726530888274087,0.7285695405907876,0.8535628509903577
2,CatBoost,valence,lag_4,-0.0956496618260926,-0.3818461517036159,0.7210328131054118,0.8491365102887826
2,Ensemble,valence,lag_4,-0.0681043851534531,-0.3623447653961931,0.7207056497276758,0.8489438436832414
3,MeanBaseline,arousal,lag_0,5.993500523936785e-31,,0.2568183292097399,0.5067724629552596
3,RidgeCV,arousal,lag_0,0.1806553034841944,0.3509857830994072,0.3108194951527994,0.5575118789342514
3,SVR,arousal,lag_0,0.2821364745391748,0.3172642154384777,0.2521989212889194,0.5021941071825907
3,CatBoost,arousal,lag_0,0.2135123568433025,0.3173368233255967,0.3497554560584741,0.5914012648434852
3,Ensemble,arousal,lag_0,0.2381995768572743,0.3493301216793142,0.2800626967410498,0.5292095017486457
3,MeanBaseline,arousal,lag_1,8.038345055196538e-31,,0.2574091238617726,0.507355027433229
3,RidgeCV,arousal,lag_1,0.1880046191058373,0.3581120302524938,0.3034397043584916,0.5508536142737848
3,SVR,arousal,lag_1,0.3042001120247473,0.3379029359014522,0.2382603396302846,0.4881191858862798
3,CatBoost,arousal,lag_1,0.2000166634838373,0.3236303691044533,0.3555621913513915,0.5962903582579476
3,Ensemble,arousal,lag_1,0.2403408409012692,0.3614307352145939,0.2794438771479023,0.5286245143274215
3,MeanBaseline,arousal,lag_2,-7.572978662468848e-31,,0.2582673966469908,0.5082001541194088
3,RidgeCV,arousal,lag_2,0.1811232462479377,0.3470980271972029,0.3047317631677296,0.5520251472240459
3,SVR,arousal,lag_2,0.3071975038914804,0.3363311755694042,0.2410764777490116,0.490995394834831
3,CatBoost,arousal,lag_2,0.1618334800449146,0.2973595639901087,0.3940513276028932,0.6277350775628946
3,Ensemble,arousal,lag_2,0.2260131457790539,0.3483482022027884,0.285506532324997,0.5343281129839577
3,MeanBaseline,arousal,lag_3,-1.5482027447749818e-31,,0.2547666666666666,0.5047441596162027
3,RidgeCV,arousal,lag_3,0.1754875168097075,0.3339965958859757,0.3068874305023866,0.5539742146547858
3,SVR,arousal,lag_3,0.291603576252688,0.3194639929060773,0.2482795132019236,0.4982765428975396
3,CatBoost,arousal,lag_3,0.1677176577878639,0.2837986325645639,0.3845351322843088,0.6201089680727967
3,Ensemble,arousal,lag_3,0.2229987820633883,0.3320941356488047,0.2864238674794291,0.5351858251854482
3,MeanBaseline,arousal,lag_4,2.21523926073893e-30,,0.2513692321139935,0.5013673624339677
3,RidgeCV,arousal,lag_4,0.1493992628622769,0.2849015119327404,0.3141317095685857,0.5604745396256513
3,SVR,arousal,lag_4,0.2643738614748867,0.2850385744973145,0.2635118134912892,0.5133340174694146
3,CatBoost,arousal,lag_4,0.1913721321866582,0.3010517294205325,0.3511903853368099,0.5926131835664896
3,Ensemble,arousal,lag_4,0.2110473474727967,0.3048745360548736,0.2844328085415181,0.5333224245627762
3,MeanBaseline,valence,lag_0,0.0,,0.8722597812307933,0.9339484896025012
3,RidgeCV,valence,lag_0,-0.0461851415922678,-0.1637544970460726,0.9508113566849954,0.9750955628475576
3,SVR,valence,lag_0,-0.0111918402545374,-0.0724827934292012,0.884910292489093,0.9406967058989274
3,CatBoost,valence,lag_0,-0.0302991448903879,-0.1268390254478624,0.9633061774638958,0.9814816235996964
3,Ensemble,valence,lag_0,-0.0287956214272621,-0.1447120407697343,0.9258929101330272,0.9622332929872188
3,MeanBaseline,valence,lag_1,1.4772810970745975e-31,,0.8754018455146234,0.9356291175004248
3,RidgeCV,valence,lag_1,-0.048342583086868,-0.1763240130132156,0.955001892383552,0.977241982511779
3,SVR,valence,lag_1,-0.0023309991464451,-0.01757309465516,0.8779028386086306,0.9369646944301748
3,CatBoost,valence,lag_1,-0.031962863211126,-0.1374800445377214,0.97816850507636,0.9890240164305212
3,Ensemble,valence,lag_1,-0.028860350675934,-0.1461954440334727,0.931044170054788,0.9649063011789218
3,MeanBaseline,valence,lag_2,2.0033154436970678e-31,,0.8786774649770601,0.9373779733795008
3,RidgeCV,valence,lag_2,-0.049687495416061,-0.1834477680060147,0.959861733356928,0.9797253356716504
3,SVR,valence,lag_2,-0.0034183056647699,-0.0248590188539505,0.8818522889143819,0.9390699062979188
3,CatBoost,valence,lag_2,-0.0332830826568076,-0.14172099840782,0.96727995043013,0.983503914801629
3,Ensemble,valence,lag_2,-0.028651763751957,-0.1492988627948324,0.9317285768922196,0.9652608854046762
3,MeanBaseline,valence,lag_3,3.279722609935844e-31,,0.8819312880448017,0.939111967789146
3,RidgeCV,valence,lag_3,-0.0519287322390943,-0.1938821429723032,0.9652234054069608,0.9824578389971556
3,SVR,valence,lag_3,-0.0041165988747197,-0.03248616801849,0.8850868774027404,0.940790559796781
3,CatBoost,valence,lag_3,-0.0300583920689785,-0.1182406983998713,0.9653914368338368,0.9825433511218916
3,Ensemble,valence,lag_3,-0.0288188497832387,-0.1478462656773769,0.9323834882094706,0.9656000663884974
3,MeanBaseline,valence,lag_4,-2.2567908263507486e-31,,0.8812181208487077,0.9387321880327252
3,RidgeCV,valence,lag_4,-0.0599925122261546,-0.2267036349512156,0.9722820048221976,0.9860436120284932
3,SVR,valence,lag_4,-0.0097798549252153,-0.0735315589911824,0.8909991380639853,0.9439275067842792
3,CatBoost,valence,lag_4,-0.0288874833459983,-0.1155012353815913,0.9553045340743443,0.9773968150522818
3,Ensemble,valence,lag_4,-0.0337089393759682,-0.1722798398789999,0.934628962094656,0.9667621021195733
4,MeanBaseline,arousal,lag_0,6.5504664682632955e-31,,0.2007136715741303,0.4480107940375212
4,RidgeCV,arousal,lag_0,-0.0482624210259548,-0.0498665950002587,0.2622757546516892,0.5121286504890047
4,SVR,arousal,lag_0,0.0361621893415637,0.0361742562836246,0.2924239690450808,0.5407623961085689
4,CatBoost,arousal,lag_0,0.1325979121070444,0.1910457475425174,0.2142056100045603,0.4628235192863045
4,Ensemble,arousal,lag_0,0.0467360519168302,0.0511397076948017,0.2265208488131004,0.4759420645552359
4,MeanBaseline,arousal,lag_1,1.4506254848708357e-30,,0.201071651833437,0.4484101379690662
4,RidgeCV,arousal,lag_1,-0.0337351676689938,-0.0347946864054672,0.2620401393092121,0.5118985634959451
4,SVR,arousal,lag_1,0.0377404101694537,0.0377884760903857,0.2899167766182896,0.5384392041988488
4,CatBoost,arousal,lag_1,0.1515730622301944,0.2543981861062104,0.1977613369856002,0.4447036507446281
